employeekey,employeeid,salesperson,title,upn,actual_sales,actual_cost,total_quantity,target_value,target_achievement_pct,variance
286,61161660,Pamela Ansman-Wolfe,Sales Representative,pamela-ansman-wolfe@adventureworks.com,,,6987,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
287,139397894,Shu Ito,Sales Representative,shu-ito@adventureworks.com,,,14943,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
288,399771412,José Saraiva,Sales Representative,jose-saraiva@adventureworks.com,,,14048,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
289,987554265,David Campbell,Sales Representative,david-campbell@adventureworks.com,,,7866,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
290,982310417,Amy Alberts,European Sales Manager,amy-alberts@adventureworks.com,,,2009,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
291,668991357,Jae Pak,Sales Representative,jae-pak@adventureworks.com,,,24697,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
292,134219713,Ranjit Varkey Chudukatil,Sales Representative,ranjit-varkey-chudukatil@adventureworks.com,,,13640,,,
